site_id,ERA_VARIABLE,ERA_SLOPE,ERA_INTERCEPT,ERA_RMSE,ERA_CORRELATION
JP-Khw,P,1,-9999,-9999,-9999
JP-Khw,SW_IN,1,6.66,74.11,0.89
JP-Khw,LW_IN,1,0,9.94,0.95
JP-Khw,LW_IN_JSB,1,0,17.07,0.93
JP-Kzw,TA,1,-0,1.04,0.96
JP-Kzw,PA,1,-0,0.13,0.83
JP-Kzw,VPD,1,0,0.98,0.56
JP-Kzw,WS,1,0.36,0.66,0.51
JP-Kzw,P,-9999,-9999,-9999,-9999
JP-Kzw,SW_IN,1,9.45,56.91,0.83
JP-Kzw,LW_IN,1,-0.01,12.14,0.89
JP-Kzw,LW_IN_JSB,1,0,11.91,0.92
JP-MBF,TA,1,-0,0.86,0.97
JP-MBF,PA,1,0,0.13,0.89
JP-MBF,VPD,1,0,0.6,0.8
JP-MBF,WS,1,0.24,0.55,0.76
JP-MBF,P,-9999,-9999,-9999,-9999
JP-MBF,SW_IN,1,5.13,42.41,0.88
JP-MBF,LW_IN,1,0.01,11.05,0.88
JP-MBF,LW_IN_JSB,1,-0.02,11.18,0.91
JP-MMF,TA,1,-0,0.77,0.98
JP-MMF,PA,1,0,0.52,0.48
JP-MMF,VPD,1,-0,0.58,0.9
JP-MMF,WS,1,0.08,0.35,0.75
JP-MMF,P,1,-9999,-9999,-9999
JP-MMF,SW_IN,1,2.99,44.38,0.87
JP-MMF,LW_IN,1,-0,12.24,0.85
JP-MMF,LW_IN_JSB,1,-0,11.29,0.92
JP-Mse,TA,1,0,0.82,0.97
JP-Mse,PA,1,0,0.13,0.9
JP-Mse,VPD,1,0,0.85,0.89
JP-Mse,WS,1,0.06,0.55,0.63
JP-Mse,P,-9999,-9999,-9999,-9999
JP-Mse,SW_IN,1,8.12,45.66,0.89
JP-Mse,LW_IN,-9999,-9999,-9999,-9999
JP-Mse,LW_IN_JSB,1,-0,12,0.93
JP-Nkm,TA,1,0,1.3,0.94
JP-Nkm,PA,1,-0,0.18,0.68
JP-Nkm,VPD,1,0,0.88,0.25
JP-Nkm,WS,1,0.5,0.74,0.12
JP-Nkm,P,-9999,-9999,-9999,-9999
JP-Nkm,SW_IN,1,10.81,56.72,0.84
JP-Nkm,LW_IN,1,0,11.33,0.86
JP-Nkm,LW_IN_JSB,1,-0,10.64,0.92
JP-NsC,TA,1,0,1,0.97
JP-NsC,PA,-9999,-9999,-9999,-9999
JP-NsC,VPD,1,0,1.04,0.86
JP-NsC,WS,1,0.05,0.58,0.55
JP-NsC,P,1,-9999,-9999,-9999
JP-NsC,SW_IN,1,7.06,58.52,0.87
JP-NsC,LW_IN,-9999,-9999,-9999,-9999
JP-NsC,LW_IN_JSB,1,0,14.23,0.93
JP-NsM,TA,1,0,1,0.97
JP-NsM,PA,-9999,-9999,-9999,-9999
JP-NsM,VPD,1,0,1.04,0.86
JP-NsM,WS,1,0.1,0.51,0.59
JP-NsM,P,1,-9999,-9999,-9999
JP-NsM,SW_IN,1,7.06,58.51,0.87
JP-NsM,LW_IN,-9999,-9999,-9999,-9999
JP-NsM,LW_IN_JSB,1,0,14.23,0.93
JP-Nuf,TA,1,0,0.33,0.98
JP-Nuf,PA,1,-0,0.02,0.98
JP-Nuf,VPD,1,0,0.55,0.87
JP-Nuf,WS,1,0.13,0.12,0.68
JP-Nuf,P,-9999,-9999,-9999,-9999
JP-Nuf,SW_IN,1,7.91,22.79,0.89
JP-Nuf,LW_IN,-9999,-9999,-9999,-9999
JP-Nuf,LW_IN_JSB,1,0,5.68,0.93
JP-Om2,TA,1,-0,0.49,0.98
JP-Om2,PA,-9999,-9999,-9999,-9999
JP-Om2,VPD,1,-0,0.98,0.89
JP-Om2,WS,1,0.01,0.17,0.67
JP-Om2,P,-9999,-9999,-9999,-9999
JP-Om2,SW_IN,1,2.86,30.56,0.91
JP-Om2,LW_IN,-9999,-9999,-9999,-9999
JP-Om2,LW_IN_JSB,1,-0.04,7.6,0.94
JP-SMF,TA,1,0,1.02,0.97
JP-SMF,PA,1,-0,0.12,0.89
JP-SMF,VPD,1,0,1.32,0.87
JP-SMF,WS,1,0.37,0.66,0.68
JP-SMF,P,-9999,-9999,-9999,-9999
JP-SMF,SW_IN,1,5.91,56.99,0.9
JP-SMF,LW_IN,1,0,10.82,0.95
JP-SMF,LW_IN_JSB,1,-0,13.87,0.94
JP-Sb1,TA,1,0,0.69,0.84
JP-Sb1,PA,-9999,-9999,-9999,-9999
JP-Sb1,VPD,1,0,0.43,0.74
JP-Sb1,WS,1,-0.05,0.29,0.77
JP-Sb1,P,-9999,-9999,-9999,-9999
JP-Sb1,SW_IN,1,4.38,24.69,0.88
JP-Sb1,LW_IN,1,-0,4.23,0.88
JP-Sb1,LW_IN_JSB,1,0,6.5,0.81
JP-Sb2,TA,1,0,0.69,0.85
JP-Sb2,PA,-9999,-9999,-9999,-9999
JP-Sb2,VPD,1,0,0.46,0.73
JP-Sb2,WS,1,-0.05,0.28,0.78
JP-Sb2,P,-9999,-9999,-9999,-9999
JP-Sb2,SW_IN,1,5.2,24.3,0.88
JP-Sb2,LW_IN,1,-0,4.54,0.86
JP-Sb2,LW_IN_JSB,1,-0,6.31,0.82
JP-Shn,TA,1,-0,0.75,0.97
JP-Shn,PA,1,0,0.04,0.97
JP-Shn,VPD,1,0,0.71,0.68
JP-Shn,WS,1,0.01,0.16,0.56
JP-Shn,P,-9999,-9999,-9999,-9999
JP-Shn,SW_IN,1,5.92,28.88,0.89
JP-Shn,LW_IN,1,-0,5.67,0.93
JP-Shn,LW_IN_JSB,1,-0.74,10.27,0.88
JP-Spp,TA,1,0,1.19,0.98
JP-Spp,PA,1,-0,0.25,0.86
JP-Spp,VPD,1,0,1.08,0.82
JP-Spp,WS,1,0.38,0.81,0.64
JP-Spp,P,1,-9999,-9999,-9999
JP-Spp,SW_IN,1,6.46,70.64,0.87
JP-Spp,LW_IN,1,0,17.12,0.89
JP-Spp,LW_IN_JSB,1,-0,17.07,0.93
JP-Srk,TA,1,0,0.9,0.97
JP-Srk,PA,1,0,0.13,0.86
JP-Srk,VPD,1,-0,0.82,0.77
JP-Srk,WS,1,0.13,0.37,0.42
JP-Srk,P,1,-9999,-9999,-9999
JP-Srk,SW_IN,1,1.97,43.49,0.85
JP-Srk,LW_IN,-9999,-9999,-9999,-9999
JP-Srk,LW_IN_JSB,1,0,10.27,0.92
JP-Ta2,TA,1,0,0.9,0.98
JP-Ta2,PA,1,-0,0.16,0.8
JP-Ta2,VPD,1,0,0.9,0.91
JP-Ta2,WS,1,0.09,0.38,0.37
JP-Ta2,P,1,-9999,-9999,-9999
JP-Ta2,SW_IN,1,0.83,54.02,0.88
JP-Ta2,LW_IN,1,0,12.32,0.9
JP-Ta2,LW_IN_JSB,1,0,15.6,0.9
JP-Tak,TA,1,-0,1.62,0.97
JP-Tak,PA,1,0,0.19,0.87
JP-Tak,VPD,1,0,1.43,0.71
JP-Tak,WS,1,0.39,1.08,0.38
JP-Tak,P,-9999,-9999,-9999,-9999
JP-Tak,SW_IN,1,3.66,84.77,0.87
JP-Tak,LW_IN,1,0,16.54,0.91
JP-Tak,LW_IN_JSB,1,-0,21.68,0.91
JP-Tef,TA,1,-0,1.41,0.98
JP-Tef,PA,1,-0,0.3,0.85
JP-Tef,VPD,1,-0,1.18,0.85
JP-Tef,WS,1,0.04,0.98,0.76
JP-Tef,P,1,-9999,-9999,-9999
JP-Tef,SW_IN,1,0.1,70.43,0.88
JP-Tef,LW_IN,1,0.01,7.1,0.87
JP-Tef,LW_IN_JSB,1,-0.01,20.29,0.92
JP-Tgf,TA,1,-0,0.92,0.93
JP-Tgf,PA,1,0,0.03,0.99
JP-Tgf,VPD,1,-0,0.79,0.8
JP-Tgf,WS,1,0.08,0.16,0.35
JP-Tgf,P,1,-9999,-9999,-9999
JP-Tgf,SW_IN,1,7.26,27.39,0.9
JP-Tgf,LW_IN,-9999,-9999,-9999,-9999
JP-Tgf,LW_IN_JSB,1,-0.02,8.33,0.91
JP-Tkb,TA,1,0,0.28,0.97
JP-Tkb,PA,-9999,-9999,-9999,-9999
JP-Tkb,VPD,1,0,0.4,0.83
JP-Tkb,WS,1,0.22,0.25,0.38
JP-Tkb,P,-9999,-9999,-9999,-9999
JP-Tkb,SW_IN,1,4.04,16.22,0.91
JP-Tkb,LW_IN,-9999,-9999,-9999,-9999
JP-Tkb,LW_IN_JSB,1,0,4.21,0.93
JP-Tmd,TA,1,-0,1.55,0.97
JP-Tmd,PA,-9999,-9999,-9999,-9999
JP-Tmd,VPD,1,-0,1.12,0.81
JP-Tmd,WS,1,0.13,0.76,0.58
JP-Tmd,P,-9999,-9999,-9999,-9999
JP-Tmd,SW_IN,1,3.63,70.26,0.87
JP-Tmd,LW_IN,1,-0,15.84,0.92
JP-Tmd,LW_IN_JSB,1,-0,17.7,0.93
JP-Tmk,TA,1,-0,0.38,0.99
JP-Tmk,PA,1,0,0.02,0.99
JP-Tmk,VPD,1,-0,0.36,0.81
JP-Tmk,WS,1,0.32,0.33,0.54
JP-Tmk,P,-9999,-9999,-9999,-9999
JP-Tmk,SW_IN,1,3.37,28.53,0.86
JP-Tmk,LW_IN,1,0,5.35,0.93
JP-Tmk,LW_IN_JSB,1,-0,6.47,0.93
JP-Toc,TA,1,0,0.38,0.99
JP-Toc,PA,-9999,-9999,-9999,-9999
JP-Toc,VPD,1,-0,0.43,0.85
JP-Toc,WS,-9999,-9999,-9999,-9999
JP-Toc,P,-9999,-9999,-9999,-9999
JP-Toc,SW_IN,1,8.39,34.26,0.84
JP-Toc,LW_IN,-9999,-9999,-9999,-9999
JP-Toc,LW_IN_JSB,1,0,8.69,0.93
JP-Yms,TA,1,0,1.34,0.98
JP-Yms,PA,1,-0,0.13,0.8
JP-Yms,VPD,1,0,1.62,0.87
JP-Yms,WS,1,0.18,0.92,0.58
JP-Yms,P,-9999,-9999,-9999,-9999
JP-Yms,SW_IN,1,6.8,83.32,0.88
JP-Yms,LW_IN,1,-0,8.85,0.95
JP-Yms,LW_IN_JSB,1,-0,19.65,0.92
JP-Ynf,TA,1,-0,0.7,0.94
JP-Ynf,PA,1,-0,0.12,0.84
JP-Ynf,VPD,1,-0,1.01,0.59
JP-Ynf,WS,1,0.08,0.5,0.73
JP-Ynf,P,-9999,-9999,-9999,-9999
JP-Ynf,SW_IN,1,6.8,59.59,0.86
JP-Ynf,LW_IN,1,0,9.17,0.86
JP-Ynf,LW_IN_JSB,1,-0,11.93,0.84
KE-Aq1,TA,1,-0,0.18,0.91
KE-Aq1,PA,1,0,0,0.96
KE-Aq1,VPD,1,-0,0.32,0.9
KE-Aq1,WS,1,0.13,0.12,0.71
KE-Aq1,P,-9999,-9999,-9999,-9999
KE-Aq1,SW_IN,1,7.41,12.92,0.9
KE-Aq1,LW_IN,-9999,-9999,-9999,-9999
KE-Aq1,LW_IN_JSB,1,-0.03,3.4,0.48
KE-Aq2,TA,1,-0,0.32,0.89
KE-Aq2,PA,1,0,0.01,0.91
KE-Aq2,VPD,1,-0,0.53,0.88
KE-Aq2,WS,1,0.07,0.22,0.66
KE-Aq2,P,-9999,-9999,-9999,-9999
KE-Aq2,SW_IN,1,11.18,28.24,0.88
KE-Aq2,LW_IN,1,-0.07,6.99,0.39
KE-Aq2,LW_IN_JSB,1,0.01,4.23,0.54
KE-Chk,TA,1,0,0.6,0.63
KE-Chk,PA,1,-0,0.02,0.89
KE-Chk,VPD,1,0,1.32,0.57
KE-Chk,WS,1,0.22,0.17,0.45
KE-Chk,P,1,-9999,-9999,-9999
KE-Chk,SW_IN,1,9.04,28.33,0.91
KE-Chk,LW_IN,-9999,-9999,-9999,-9999
KE-Chk,LW_IN_JSB,1,-0,6.04,0.34
KE-Kpt,TA,1,0.01,0.63,0.79
KE-Kpt,PA,1,-0,0.04,0.33
KE-Kpt,VPD,1,0.01,0.96,0.8
KE-Kpt,WS,1,0.16,0.35,0.67
KE-Kpt,P,-9999,-9999,-9999,-9999
KE-Kpt,SW_IN,1,11.08,46.68,0.88
KE-Kpt,LW_IN,1,-0.02,5.37,0.58
KE-Kpt,LW_IN_JSB,1,0,6.48,0.47
KE-Mkt,TA,1,-0.01,0.96,0.79
KE-Mkt,PA,1,-0,0.03,0.85
KE-Mkt,VPD,1,0,1.73,0.81
KE-Mkt,WS,1,0.12,0.22,0.66
KE-Mkt,P,1,-9999,-9999,-9999
KE-Mkt,SW_IN,1,9.5,45.72,0.88
KE-Mkt,LW_IN,-9999,-9999,-9999,-9999
KE-Mkt,LW_IN_JSB,1,0.01,8.69,0.55
KH-Kmp,TA,1,0,0.48,0.76
KH-Kmp,PA,-9999,-9999,-9999,-9999
KH-Kmp,VPD,1,0,0.9,0.81
KH-Kmp,WS,1,0.19,0.23,0.54
KH-Kmp,P,-9999,-9999,-9999,-9999
KH-Kmp,SW_IN,1,13.21,31.54,0.88
KH-Kmp,LW_IN,-9999,-9999,-9999,-9999
KH-Kmp,LW_IN_JSB,1,0,5.32,0.71
KR-AdC,TA,1,0,0.46,0.98
KR-AdC,PA,1,-0,0.08,0.93
KR-AdC,VPD,1,0,0.63,0.77
KR-AdC,WS,1,0.28,0.39,0.64
KR-AdC,P,1,-9999,-9999,-9999
KR-AdC,SW_IN,1,6.5,32.46,0.91
KR-AdC,LW_IN,1,-0,5.46,0.95
KR-AdC,LW_IN_JSB,1,-0.01,8.91,0.92
KR-CRK,TA,1,-0,0.58,0.99
KR-CRK,PA,1,0,0.04,0.99
KR-CRK,VPD,1,-0,0.82,0.9
KR-CRK,WS,1,0.03,0.41,0.7
KR-CRK,P,1,-9999,-9999,-9999
KR-CRK,SW_IN,1,8.24,44.12,0.9
KR-CRK,LW_IN,1,-0,6.58,0.97
KR-CRK,LW_IN_JSB,1,0.01,11.02,0.95
KR-CmF,TA,1,0,0.88,0.98
KR-CmF,PA,-9999,-9999,-9999,-9999
KR-CmF,VPD,1,0,0.91,0.91
KR-CmF,WS,1,0.01,0.42,0.71
KR-CmF,P,1,-9999,-9999,-9999
KR-CmF,SW_IN,1,5.75,39.95,0.89
KR-CmF,LW_IN,1,-0,4.62,0.97
KR-CmF,LW_IN_JSB,1,-0,12.35,0.93
KR-GmP,TA,1,0,0.41,0.98
KR-GmP,PA,1,0,0.01,0.99
KR-GmP,VPD,1,0,0.52,0.85
KR-GmP,WS,1,0.01,0.28,0.68
KR-GmP,P,1,-9999,-9999,-9999
KR-GmP,SW_IN,1,7.37,25.22,0.9
KR-GmP,LW_IN,1,-0,2.52,0.96
KR-GmP,LW_IN_JSB,1,0.02,5.93,0.93
KR-GmR,TA,1,-0,0.52,0.98
KR-GmR,PA,1,0,0.02,0.99
KR-GmR,VPD,1,0,0.59,0.82
KR-GmR,WS,1,0.03,0.3,0.65
KR-GmR,P,1,-9999,-9999,-9999
KR-GmR,SW_IN,1,8.42,26.81,0.91
KR-GmR,LW_IN,1,0,5.39,0.95
KR-GmR,LW_IN_JSB,1,-0.37,8.11,0.92
KR-GmS,TA,1,0,0.57,0.98
KR-GmS,PA,1,0,0.02,1
KR-GmS,VPD,1,-0,0.67,0.82
KR-GmS,WS,1,0.08,0.32,0.67
KR-GmS,P,1,-9999,-9999,-9999
KR-GmS,SW_IN,1,6.28,26.3,0.92
KR-GmS,LW_IN,1,0,5.11,0.95
KR-GmS,LW_IN_JSB,1,0,7.8,0.94
KR-HPK,TA,1,0,0.53,0.97
KR-HPK,PA,1,-0,0.02,0.99
KR-HPK,VPD,1,0,0.6,0.71
KR-HPK,WS,1,0.18,0.27,0.46
KR-HPK,P,1,-9999,-9999,-9999
KR-HPK,SW_IN,1,7.32,26.55,0.91
KR-HPK,LW_IN,1,-0,4.26,0.96
KR-HPK,LW_IN_JSB,1,0.05,6.91,0.93
KR-HcM,TA,1,-0,0.53,0.99
KR-HcM,PA,1,-0,0.03,0.99
KR-HcM,VPD,1,-0,0.62,0.88
KR-HcM,WS,1,0.3,0.34,0.32
KR-HcM,P,1,-9999,-9999,-9999
KR-HcM,SW_IN,1,4.32,36.14,0.88
KR-HcM,LW_IN,1,0,5.1,0.97
KR-HcM,LW_IN_JSB,1,0.01,8.8,0.94
KR-Hnm,TA,1,0,0.74,0.97
KR-Hnm,PA,1,-0,0.02,0.99
KR-Hnm,VPD,1,0,0.97,0.72
KR-Hnm,WS,1,0.12,0.49,0.54
KR-Hnm,P,-9999,-9999,-9999,-9999
KR-Hnm,SW_IN,1,8.64,34.92,0.89
KR-Hnm,LW_IN,1,0,6.17,0.94
KR-Hnm,LW_IN_JSB,1,-0.01,9.51,0.92
KR-JjM,TA,1,0,0.66,0.96
KR-JjM,PA,1,0,0.08,0.86
KR-JjM,VPD,1,0,0.74,0.54
KR-JjM,WS,1,0.41,0.43,0.31
KR-JjM,P,1,-9999,-9999,-9999
KR-JjM,SW_IN,1,10.5,40.26,0.83
KR-JjM,LW_IN,1,0,7.17,0.91
KR-JjM,LW_IN_JSB,1,0.01,8.82,0.89
KR-Kw1,TA,1,0,0.62,0.99
KR-Kw1,PA,1,-0,0.34,0.6
KR-Kw1,VPD,1,0,0.88,0.89
KR-Kw1,WS,1,0.09,0.22,0.48
KR-Kw1,P,1,-9999,-9999,-9999
KR-Kw1,SW_IN,1,7.6,38.72,0.88
KR-Kw1,LW_IN,1,0,5.91,0.96
KR-Kw1,LW_IN_JSB,1,0,9.58,0.95
KR-Kw2,TA,1,-0,0.56,0.99
KR-Kw2,PA,1,0,0.02,1
KR-Kw2,VPD,1,-0,0.65,0.89
KR-Kw2,WS,1,0.17,0.27,0.5
KR-Kw2,P,1,-9999,-9999,-9999
KR-Kw2,SW_IN,1,7.19,34.06,0.89
KR-Kw2,LW_IN,1,0,5.11,0.97
KR-Kw2,LW_IN_JSB,1,0,8.52,0.95
KR-Nj1,TA,1,0,0.25,0.99
KR-Nj1,PA,1,0,0.01,1
KR-Nj1,VPD,1,0,0.55,0.89
KR-Nj1,WS,1,-0.04,0.17,0.71
KR-Nj1,P,-9999,-9999,-9999,-9999
KR-Nj1,SW_IN,1,7.3,21.96,0.9
KR-Nj1,LW_IN,1,0,3.62,0.96
KR-Nj1,LW_IN_JSB,1,-0.06,5.59,0.94
KR-Nj2,TA,1,-0,0.3,0.99
KR-Nj2,PA,1,-0,0.02,0.99
KR-Nj2,VPD,1,-0,0.5,0.92
KR-Nj2,WS,1,-0.04,0.18,0.72
KR-Nj2,P,-9999,-9999,-9999,-9999
KR-Nj2,SW_IN,1,8.21,23.93,0.9
KR-Nj2,LW_IN,1,-0,3.49,0.96
KR-Nj2,LW_IN_JSB,1,-0.01,6.12,0.94
KR-PcD,TA,1,-0,0.72,0.97
KR-PcD,PA,1,-0,0.06,0.9
KR-PcD,VPD,1,-0,0.58,0.77
KR-PcD,WS,1,0.71,0.76,0.65
KR-PcD,P,1,-9999,-9999,-9999
KR-PcD,SW_IN,1,5.92,36.32,0.88
KR-PcD,LW_IN,1,0,6.1,0.95
KR-PcD,LW_IN_JSB,1,-0,7.92,0.94
KR-ScC,TA,1,-0,0.58,0.98
KR-ScC,PA,1,0,0.02,0.99
KR-ScC,VPD,1,-0,1.05,0.72
KR-ScC,WS,1,0.21,0.44,0.31
KR-ScC,P,1,-9999,-9999,-9999
KR-ScC,SW_IN,1,6.15,40.09,0.87
KR-ScC,LW_IN,1,0,5.36,0.96
KR-ScC,LW_IN_JSB,1,0,8.79,0.94
KR-SmM,TA,1,0,0.74,0.98
KR-SmM,PA,-9999,-9999,-9999,-9999
KR-SmM,VPD,1,-0,0.83,0.88
KR-SmM,WS,1,0.2,0.35,0.46
KR-SmM,P,1,-9999,-9999,-9999
KR-SmM,SW_IN,1,0.88,42.71,0.89
KR-SmM,LW_IN,-9999,-9999,-9999,-9999
KR-SmM,LW_IN_JSB,1,-0,12.85,0.93
KR-TwB,TA,1,-0,0.21,0.98
KR-TwB,PA,1,0,0.01,1
KR-TwB,VPD,1,-0,0.3,0.91
KR-TwB,WS,1,0.16,0.09,0.35
KR-TwB,P,-9999,-9999,-9999,-9999
KR-TwB,SW_IN,1,7.43,15.62,0.89
KR-TwB,LW_IN,1,0,2.33,0.96
KR-TwB,LW_IN_JSB,1,-0.01,3.34,0.95
KR-TwC,TA,1,0,0.21,0.99
KR-TwC,PA,1,-0,0.01,1
KR-TwC,VPD,1,0,0.32,0.93
KR-TwC,WS,1,0.12,0.14,0.5
KR-TwC,P,-9999,-9999,-9999,-9999
KR-TwC,SW_IN,1,6.18,16.73,0.89
KR-TwC,LW_IN,1,-0.04,2.54,0.96
KR-TwC,LW_IN_JSB,1,-0.01,4.25,0.95
KR-UAO,TA,1,-0,0.51,0.98
KR-UAO,PA,1,0,0.02,0.99
KR-UAO,VPD,1,-0,0.64,0.89
KR-UAO,WS,1,0.09,0.22,0.62
KR-UAO,P,1,-9999,-9999,-9999
KR-UAO,SW_IN,1,9.12,25.94,0.91
KR-UAO,LW_IN,1,0,4.02,0.97
KR-UAO,LW_IN_JSB,1,0,6.16,0.96
KR-WdE,TA,1,0,0.54,0.98
KR-WdE,PA,1,-0,0.03,0.99
KR-WdE,VPD,1,0,0.93,0.59
KR-WdE,WS,1,0.19,0.49,0.49
KR-WdE,P,1,-9999,-9999,-9999
KR-WdE,SW_IN,1,4.82,34.32,0.89
KR-WdE,LW_IN,1,-0,5.71,0.94
KR-WdE,LW_IN_JSB,1,-0,9.46,0.91
ML-Kem,TA,1,0,0.7,0.88
ML-Kem,PA,-9999,-9999,-9999,-9999
ML-Kem,VPD,1,-0,1.87,0.74
ML-Kem,WS,1,0.07,0.19,0.57
ML-Kem,P,-9999,-9999,-9999,-9999
ML-Kem,SW_IN,1,7.19,23.37,0.94
ML-Kem,LW_IN,1,0,3.69,0.91
ML-Kem,LW_IN_JSB,1,0.37,20.4,0.48
MN-Hst,TA,1,-0,1.02,0.98
MN-Hst,PA,1,0,0.06,0.97
MN-Hst,VPD,1,-0,1.06,0.92
MN-Hst,WS,1,-0.02,0.55,0.67
MN-Hst,P,-9999,-9999,-9999,-9999
MN-Hst,SW_IN,1,9.19,39.02,0.9
MN-Hst,LW_IN,1,-0,7,0.96
MN-Hst,LW_IN_JSB,1,0,9.4,0.95
MN-Kbu,TA,1,0,1,0.98
MN-Kbu,PA,1,0,0.11,0.87
MN-Kbu,VPD,1,-0,1,0.94
MN-Kbu,WS,1,-0.02,0.65,0.73
MN-Kbu,P,-9999,-9999,-9999,-9999
MN-Kbu,SW_IN,1,8.89,38.48,0.91
MN-Kbu,LW_IN,1,0,6.88,0.96
MN-Kbu,LW_IN_JSB,1,0,9.26,0.96
MN-Nkh,TA,1,-0,1.12,0.98
MN-Nkh,PA,1,-0,0.1,0.88
MN-Nkh,VPD,1,-0,0.93,0.9
MN-Nkh,WS,1,-0.03,0.55,0.72
MN-Nkh,P,-9999,-9999,-9999,-9999
MN-Nkh,SW_IN,1,6.82,39.45,0.9
MN-Nkh,LW_IN,1,0,7.27,0.96
MN-Nkh,LW_IN_JSB,1,-0,9.65,0.95
MN-Udg,TA,1,-0,0.72,0.98
MN-Udg,PA,1,0,0.1,0.77
MN-Udg,VPD,1,-0,0.53,0.94
MN-Udg,WS,1,0.01,0.27,0.64
MN-Udg,P,-9999,-9999,-9999,-9999
MN-Udg,SW_IN,1,2.8,25.61,0.91
MN-Udg,LW_IN,1,0.37,5.89,0.92
MN-Udg,LW_IN_JSB,1,-0,6.73,0.94
MX-Aog,TA,1,-0,0.82,0.9
MX-Aog,PA,1,0,0.02,0.91
MX-Aog,VPD,1,-0,1.7,0.89
MX-Aog,WS,1,0.25,0.27,0.25
MX-Aog,P,1,-9999,-9999,-9999
MX-Aog,SW_IN,1,7.83,30.49,0.92
MX-Aog,LW_IN,1,0.01,3.62,0.94
MX-Aog,LW_IN_JSB,1,-0.01,7.43,0.88
MX-PMm,TA,1,0.01,0.25,0.82
MX-PMm,PA,1,0,0.01,0.98
MX-PMm,VPD,1,0.01,0.44,0.68
MX-PMm,WS,1,0.08,0.15,0.5
MX-PMm,P,-9999,-9999,-9999,-9999
MX-PMm,SW_IN,1,8.48,22.95,0.9
MX-PMm,LW_IN,1,-0.03,1.9,0.81
MX-PMm,LW_IN_JSB,1,-0.07,4.4,0.64
MX-Tes,TA,1,0,0.9,0.91
MX-Tes,PA,1,-0,0.07,0.48
MX-Tes,VPD,1,0,1.76,0.91
MX-Tes,WS,1,0.02,0.18,0.61
MX-Tes,P,1,-9999,-9999,-9999
MX-Tes,SW_IN,1,8.97,36.75,0.92
MX-Tes,LW_IN,1,-0,5.03,0.94
MX-Tes,LW_IN_JSB,1,-0,7.98,0.91
MY-LHP,TA,1,-0,0.84,0.71
MY-LHP,PA,1,0,0.02,0.86
MY-LHP,VPD,1,-0,1.56,0.75
MY-LHP,WS,1,0.1,0.52,0.42
MY-LHP,P,1,-9999,-9999,-9999
MY-LHP,SW_IN,1,14.64,70.02,0.84
MY-LHP,LW_IN,1,0,7.42,0.38
MY-LHP,LW_IN_JSB,1,0,11.78,0.19
NL-Hrw,TA,1,-0,0.59,0.98
NL-Hrw,PA,1,-0,0.03,1
NL-Hrw,VPD,1,-0,0.79,0.92
NL-Hrw,WS,1,-0.07,0.35,0.84
NL-Hrw,P,1,-9999,-9999,-9999
NL-Hrw,SW_IN,1,3.55,41.14,0.89
NL-Hrw,LW_IN,1,-0,10.25,0.86
NL-Hrw,LW_IN_JSB,1,-0,12.76,0.83
NL-Loo,TA,1,0,0.93,0.98
NL-Loo,PA,1,-0,0.32,0.88
NL-Loo,VPD,1,0,1.23,0.93
NL-Loo,WS,1,0.1,0.53,0.81
NL-Loo,P,1,-9999,-9999,-9999
NL-Loo,SW_IN,1,4.12,71.32,0.89
NL-Loo,LW_IN,1,0.02,17.74,0.82
NL-Loo,LW_IN_JSB,1,-0.09,22.65,0.81
NL-Vkp,TA,1,0,0.68,0.98
NL-Vkp,PA,1,-0,0.07,0.99
NL-Vkp,VPD,1,-0,0.86,0.93
NL-Vkp,WS,1,-0.06,0.43,0.87
NL-Vkp,P,1,-9999,-9999,-9999
NL-Vkp,SW_IN,1,4.5,44.83,0.9
NL-Vkp,LW_IN,1,0,9.93,0.88
NL-Vkp,LW_IN_JSB,1,-0,13.67,0.84
NO-And,TA,1,0,0.59,0.96
NO-And,PA,1,0,0.06,0.99
NO-And,VPD,1,-0,0.41,0.64
NO-And,WS,1,0.04,0.6,0.73
NO-And,P,1,-9999,-9999,-9999
NO-And,SW_IN,1,2.24,24.16,0.9
NO-And,LW_IN,-9999,-9999,-9999,-9999
NO-And,LW_IN_JSB,1,-0.08,10.96,0.8
NO-Fns,TA,1,0,0.82,0.96
NO-Fns,PA,1,-0,0.02,1
NO-Fns,VPD,1,0,0.37,0.86
NO-Fns,WS,1,-0.04,0.89,0.8
NO-Fns,P,1,-9999,-9999,-9999
NO-Fns,SW_IN,1,4.6,34.09,0.91
NO-Fns,LW_IN,1,0,8.97,0.85
NO-Fns,LW_IN_JSB,1,-0,9.88,0.86
NO-Hur,TA,1,-0,0.25,0.98
NO-Hur,PA,1,0,0.01,1
NO-Hur,VPD,1,0,0.16,0.95
NO-Hur,WS,1,0.19,1.02,0.13
NO-Hur,P,1,-9999,-9999,-9999
NO-Hur,SW_IN,1,4.24,12.18,0.9
NO-Hur,LW_IN,1,0.01,3.35,0.9
NO-Hur,LW_IN_JSB,1,-0.01,5.22,0.82
NO-Ikr,TA,1,-0,0.51,0.98
NO-Ikr,PA,1,0,0.02,1
NO-Ikr,VPD,1,-0,0.23,0.94
NO-Ikr,WS,1,-0.07,0.26,0.8
NO-Ikr,P,-9999,-9999,-9999,-9999
NO-Ikr,SW_IN,1,5.17,17.16,0.91
NO-Ikr,LW_IN,1,-0,5.85,0.89
